"PUBID","KEY!SEX","KEY!RACE_ETHNICITY","CV_AGE_INT_DATE","CV_INCOME_FAMILY","CV_HH_SIZE","CV_HH_UNDER_18","CV_MSA","YHEA-500DDA","YEMP_OCCODE-2002.01","YEMP_OCCODE-2002.02","YEMP_OCCODE-2002.03","YEMP_OCCODE-2002.04","YEMP_OCCODE-2002.05","YEMP_OCCODE-2002.06","YEMP_OCCODE-2002.07","YEMP_OCCODE-2002.08","YEMP_OCCODE-2002.09","CV_AGE_INT_DATE","CV_INCOME_FAMILY","CV_HH_SIZE","CV_HH_UNDER_18","CV_MSA","YHEA-500DDA","YEMP_OCCODE-2002.01","YEMP_OCCODE-2002.02","YEMP_OCCODE-2002.03","YEMP_OCCODE-2002.04","YEMP_OCCODE-2002.05","YEMP_OCCODE-2002.06","YEMP_OCCODE-2002.07","YEMP_OCCODE-2002.08","YEMP_OCCODE-2002.09","CV_AGE_INT_DATE","CV_INCOME_FAMILY","CV_HH_SIZE","CV_HH_UNDER_18","CV_MSA","YHEA-500DDA","YEMP_OCCODE-2002.01","YEMP_OCCODE-2002.02","YEMP_OCCODE-2002.03","YEMP_OCCODE-2002.04","YEMP_OCCODE-2002.05","YEMP_OCCODE-2002.06","YEMP_OCCODE-2002.07","YEMP_OCCODE-2002.08","YEMP_OCCODE-2002.09","YEMP_OCCODE-2002.13","YHEA-1320~000004","CV_AGE_INT_DATE","CV_INCOME_FAMILY","CV_HH_SIZE","CV_HH_UNDER_18","CV_MSA","YHEA-500DDA","YEMP_OCCODE-2002.01","YEMP_OCCODE-2002.02","YEMP_OCCODE-2002.03","YEMP_OCCODE-2002.04","YEMP_OCCODE-2002.05","YEMP_OCCODE-2002.06","YEMP_OCCODE-2002.07","YEMP_OCCODE-2002.08","YEMP_OCCODE-2002.09","YEMP_OCCODE-2002.10","YEMP_OCCODE-2002.11","YEMP_OCCODE-2002.12","CV_CHILD_BIRTH_DATE.01~Y","CV_CHILD_BIRTH_DATE.02~Y","CV_CHILD_BIRTH_DATE.03~Y","CV_CHILD_BIRTH_DATE.04~Y","CV_CHILD_BIRTH_DATE.05~Y","CV_CHILD_BIRTH_DATE.06~Y","CV_CHILD_BIRTH_DATE.07~Y","CV_CHILD_BIRTH_DATE.08~Y","CV_CHILD_BIRTH_DATE.09~Y","CV_CHILD_BIRTH_DATE.10~Y","CV_CHILD_BIRTH_DATE.11~Y","CV_CHILD_BIRTH_DATE.12~Y","CV_CHILD_BIRTH_DATE.13~Y","CV_CHILD_BIRTH_DATE.14~Y","CV_CHILD_BIRTH_DATE.15~Y"
3744,2,1,26,1500,3,0,3,4,4230,-4,-4,-4,-4,-4,-4,-4,-4,27,20250,3,0,3,1,4230,4230,-4,-4,-4,-4,-4,-4,-4,28,5030,3,0,3,7,4230,4230,-4,-4,-4,-4,-4,-4,-4,-4,-4,32,2500,4,2,3,7,4230,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2013,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3745,2,1,25,60050,1,0,3,1,5630,-4,-4,-4,-4,-4,-4,-4,-4,26,63000,1,0,3,1,5630,-4,-4,-4,-4,-4,-4,-4,-4,27,78250,1,0,3,2,5630,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,31,160000,2,0,3,16,5630,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3746,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,29,1650,1,0,1,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,29,250,1,0,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,33,73000,2,0,2,7,4760,4220,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2018,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3747,2,1,26,2520,4,2,3,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,28,2710,4,2,3,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,28,41150,4,2,3,5,4610,4610,-4,-4,-4,-4,-4,-4,-4,-4,-4,33,79800,5,3,3,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2004,2008,2013,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3748,2,2,29,-3,4,2,3,7,5700,-4,-4,-4,-4,-4,-4,-4,-4,30,82000,9,6,2,1,4020,5700,-4,-4,-4,-4,-4,-4,-4,31,136600,3,2,2,2,4010,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,35,71640,4,2,3,0,2400,4010,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2003,2006,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3749,1,1,26,18750,2,0,3,10,9620,-4,-4,-4,-4,-4,-4,-4,-4,27,32000,2,0,3,3,6260,-4,-4,-4,-4,-4,-4,-4,-4,28,26750,2,0,3,5,6260,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,32,40000,3,1,2,4,4950,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2001,2002,2013,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3750,1,1,29,88000,4,1,3,1,4220,-4,-4,-4,-4,-4,-4,-4,-4,30,0,4,1,3,3,8810,4220,-4,-4,-4,-4,-4,-4,-4,31,11000,3,1,3,3,3920,3920,3920,3920,8810,-4,-4,-4,-4,-4,-4,35,20000,2,0,3,3,3920,3920,3920,3920,-4,-4,-4,-4,-4,-4,-4,-4,2002,2008,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3751,2,1,24,46000,4,2,3,4,2310,4720,-4,-4,-4,-4,-4,-4,-4,25,36972,2,1,3,2,2310,4720,-4,-4,-4,-4,-4,-4,-4,26,12435,3,2,3,5,2310,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,30,50910,3,2,2,3,5220,5860,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2002,2011,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3752,2,4,28,29500,7,5,3,7,4700,-4,-4,-4,-4,-4,-4,-4,-4,29,35000,7,5,3,7,4700,-4,-4,-4,-4,-4,-4,-4,-4,30,38000,7,5,3,7,4700,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,34,25000,6,4,3,0,4120,430,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2000,2001,2004,2006,2018,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3753,2,4,26,-3,3,1,3,1,5700,3650,4040,-4,-4,-4,-4,-4,-4,27,52350,3,1,3,2,5700,3410,4040,-4,-4,-4,-4,-4,-4,28,57950,2,1,3,1,5700,3410,4040,-4,-4,-4,-4,-4,-4,-4,-4,32,19250,2,1,3,7,4040,5700,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2003,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3754,2,1,27,68250,1,0,2,7,2310,4620,-4,-4,-4,-4,-4,-4,-4,28,42000,1,0,2,2,2310,-4,-4,-4,-4,-4,-4,-4,-4,29,42250,1,0,2,7,2310,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,33,46500,1,0,2,4,2050,2310,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3755,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3756,2,1,26,23000,4,1,3,4,2340,4720,-4,-4,-4,-4,-4,-4,-4,27,-3,2,1,3,3,4010,-4,-4,-4,-4,-4,-4,-4,-4,28,10750,2,1,3,5,4010,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,32,19500,2,1,3,7,4110,4110,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2007,2016,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3757,1,1,28,114000,5,1,3,1,9620,-4,-4,-4,-4,-4,-4,-4,-4,29,110000,5,1,3,7,9620,-4,-4,-4,-4,-4,-4,-4,-4,30,26000,1,0,3,7,9620,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,34,136000,5,1,3,7,4700,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2003,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3758,2,1,25,313365,2,1,3,5,3600,-4,-4,-4,-4,-4,-4,-4,-4,26,18275,2,1,2,5,3600,-4,-4,-4,-4,-4,-4,-4,-4,27,8530,6,2,3,3,3600,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,31,75340,3,1,3,4,3600,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2007,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3759,1,1,28,26000,5,0,3,2,4250,-4,-4,-4,-4,-4,-4,-4,-4,29,21000,5,0,3,0,4250,-4,-4,-4,-4,-4,-4,-4,-4,30,23000,5,0,3,7,6600,4250,-4,-4,-4,-4,-4,-4,-4,-4,-4,34,17500,5,0,3,15,9620,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2000,2002,2004,2017,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3760,1,1,28,50000,6,4,4,7,-3,-4,-4,-4,-4,-4,-4,-4,-4,29,46750,5,4,3,7,-3,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,34,111400,6,4,2,7,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2002,2003,2005,2007,2013,2016,-4,-4,-4,-4,-4,-4,-4,-4,-4
3761,2,1,25,10000,2,0,2,7,4760,-4,-4,-4,-4,-4,-4,-4,-4,26,12000,2,0,2,10,4760,-4,-4,-4,-4,-4,-4,-4,-4,27,30000,2,0,2,2,4760,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,31,17000,2,0,2,2,4760,4760,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3762,1,1,30,-3,2,0,3,1,7300,7020,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3763,1,4,29,25250,3,0,2,5,7510,-4,-4,-4,-4,-4,-4,-4,-4,30,80010,4,2,2,2,7510,-4,-4,-4,-4,-4,-4,-4,-4,31,32500,5,3,2,1,7510,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,35,-3,5,3,2,21,9130,9130,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2011,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3764,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3765,2,1,25,400,3,0,2,3,4600,-4,-4,-4,-4,-4,-4,-4,-4,26,0,3,0,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,27,17500,3,0,2,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,31,74800,1,0,2,15,3130,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3766,2,4,26,-3,3,1,3,6,310,4010,-4,-4,-4,-4,-4,-4,-4,26,65750,3,1,2,49,310,-4,-4,-4,-4,-4,-4,-4,-4,27,29000,3,1,2,5,310,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,31,31101,3,1,2,1,310,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2006,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3767,2,4,25,148000,3,1,2,0,5120,-4,-4,-4,-4,-4,-4,-4,-4,26,122000,4,2,2,0,5120,-4,-4,-4,-4,-4,-4,-4,-4,27,90000,4,2,2,0,5120,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,31,-3,5,3,2,3,3850,3850,3850,-4,-4,-4,-4,-4,-4,-4,-4,-4,2005,2009,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3768,1,4,29,17500,1,0,3,2,20,5620,-4,-4,-4,-4,-4,-4,-4,30,20000,1,0,3,0,20,-4,-4,-4,-4,-4,-4,-4,-4,31,14000,3,0,3,4,5400,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,35,39000,2,0,3,3,5400,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3769,1,4,27,63000,2,0,3,6,6230,-4,-4,-4,-4,-4,-4,-4,-4,28,-3,3,0,3,7,6230,-4,-4,-4,-4,-4,-4,-4,-4,29,-3,2,0,3,4,6230,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,33,32014,1,0,3,20,6230,6230,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2017,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3770,1,4,26,20000,3,1,3,20,9640,5620,-4,-4,-4,-4,-4,-4,-4,27,54000,4,2,2,1,5620,8960,9640,-4,-4,-4,-4,-4,-4,28,22500,4,2,2,4,5620,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,32,79000,4,3,3,7,8740,7750,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2007,2011,2012,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3771,2,1,24,68500,2,0,3,1,50,4900,-4,-4,-4,-4,-4,-4,-4,25,75000,2,0,3,0,50,4900,-4,-4,-4,-4,-4,-4,-4,26,54000,2,0,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,31,212641,2,0,3,0,2100,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2020,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3772,1,4,26,60000,2,0,3,7,6220,-4,-4,-4,-4,-4,-4,-4,-4,27,42000,2,0,3,0,6220,6220,-4,-4,-4,-4,-4,-4,-4,27,43000,2,0,3,0,6220,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,32,108000,3,0,3,20,6200,6220,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3773,1,4,25,72200,2,1,3,1,9600,-4,-4,-4,-4,-4,-4,-4,-4,26,-3,2,1,3,2,8620,6320,9600,-4,-4,-4,-4,-4,-4,27,51648,3,1,3,2,8620,7200,-4,-4,-4,-4,-4,-4,-4,-4,-4,31,75000,4,2,3,2,6320,7200,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2006,2014,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3774,2,4,27,115000,9,2,3,2,3910,-4,-4,-4,-4,-4,-4,-4,-4,28,-3,8,2,3,7,4760,-4,-4,-4,-4,-4,-4,-4,-4,29,-3,8,2,3,7,4760,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,33,17500,2,0,3,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2017,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3775,2,4,26,55100,3,1,3,1,-3,-4,-4,-4,-4,-4,-4,-4,-4,27,73000,3,1,2,1,-3,-4,-4,-4,-4,-4,-4,-4,-4,28,71000,3,1,2,0,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,32,171000,2,1,2,0,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3776,2,4,24,7750,8,2,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,25,28750,8,2,3,4,2540,-4,-4,-4,-4,-4,-4,-4,-4,26,-3,8,2,3,3,4600,2540,-4,-4,-4,-4,-4,-4,-4,-4,-4,30,17500,2,0,3,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2008,2017,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3777,1,3,28,74000,4,2,2,28,7750,-4,-4,-4,-4,-4,-4,-4,-4,29,52000,4,2,2,7,7750,-4,-4,-4,-4,-4,-4,-4,-4,30,76000,3,2,2,7,7750,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,34,90000,2,0,2,5,7340,5620,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1998,2001,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3778,2,4,28,30000,4,2,3,3,4600,-4,-4,-4,-4,-4,-4,-4,-4,29,7500,4,2,3,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,30,50000,6,4,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,34,27500,4,2,3,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2005,2007,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3779,2,4,25,148500,6,3,2,12,4010,-4,-4,-4,-4,-4,-4,-4,-4,26,100250,6,3,2,12,4010,-4,-4,-4,-4,-4,-4,-4,-4,27,41000,5,3,2,4,4010,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,31,-3,5,3,2,13,4010,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2005,2007,2007,2021,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3780,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3781,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3782,2,4,27,20000,2,0,3,4,4220,4720,-4,-4,-4,-4,-4,-4,-4,28,55000,2,0,3,0,4220,4720,-4,-4,-4,-4,-4,-4,-4,29,29000,3,1,3,3,4220,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,33,40000,3,1,3,4,4220,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2011,2016,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3783,1,1,27,50000,3,0,2,2,5550,-4,-4,-4,-4,-4,-4,-4,-4,28,112500,1,0,2,5,5550,-4,-4,-4,-4,-4,-4,-4,-4,29,50000,1,0,2,3,5550,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3784,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3785,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,26,90750,5,0,2,1,7810,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,31,84250,2,0,2,2,7810,6420,7620,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3786,2,4,27,117000,2,0,4,0,2100,-4,-4,-4,-4,-4,-4,-4,-4,28,290810,2,0,3,0,2100,2100,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3787,1,4,26,16000,2,0,4,0,4430,-4,-4,-4,-4,-4,-4,-4,-4,27,6600,2,0,2,1,4430,-4,-4,-4,-4,-4,-4,-4,-4,28,316618,2,0,2,1,4430,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,32,2500,1,0,2,0,4040,8640,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3788,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3789,2,1,25,55003,1,0,3,3,2330,2340,-4,-4,-4,-4,-4,-4,-4,27,0,1,0,2,4,2330,2340,-4,-4,-4,-4,-4,-4,-4,27,62000,1,0,2,3,2340,2340,2340,-4,-4,-4,-4,-4,-4,-4,-4,31,68000,1,0,3,0,2340,2310,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3790,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3791,2,1,29,40250,3,1,3,4,230,2340,-4,-4,-4,-4,-4,-4,-4,30,-3,4,2,3,1,230,2340,-4,-4,-4,-4,-4,-4,-4,30,122250,4,2,3,3,230,2340,-4,-4,-4,-4,-4,-4,-4,-4,-4,35,110000,4,2,3,7,230,2340,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2008,2010,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3792,1,1,27,77850,1,0,2,4,2710,6420,-4,-4,-4,-4,-4,-4,-4,28,30000,1,0,2,2,2710,-4,-4,-4,-4,-4,-4,-4,-4,29,25000,1,0,2,2,2710,6420,-4,-4,-4,-4,-4,-4,-4,-4,-4,33,10000,2,1,2,2,8810,2710,6420,-4,-4,-4,-4,-4,-4,-4,-4,-4,2015,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3793,1,1,25,23500,3,1,2,2,4020,-4,-4,-4,-4,-4,-4,-4,-4,26,-3,1,0,3,4,4020,-4,-4,-4,-4,-4,-4,-4,-4,27,-3,3,2,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,31,0,3,2,3,1,4020,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2006,2007,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3794,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,31,0,2,0,2,2,4650,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,35,0,1,0,3,2,4020,3600,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3795,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,29,250,2,0,2,0,9610,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,32,14000,6,2,3,2,4020,4030,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3796,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,28,64000,2,0,2,7,4720,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,31,17500,1,0,2,0,5100,4720,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3797,1,1,26,16200,3,1,3,3,4020,-4,-4,-4,-4,-4,-4,-4,-4,26,-3,2,0,3,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,27,10500,2,0,3,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,31,7000,2,0,3,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2006,2007,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
